DateTime,Parameter A,Parameter B,Parameter C,Parameter D,Parameter E,Parameter F,Parameter G
1625831153,1.04,-3.18,-2.68,-6.59,-4.33,-1.48,-0.97
1625831154,1.39,-3.3,-0.76,-6.58,-5.16,-2.59,-0.34
1625831155,1.52,-3.29,0.61,-5.28,-3.84,-1.98,0.24
1625831156,0.67,-3.2,1.43,-1.83,-3.55,-1.89,0.74
1625831157,0.19,-2.94,0.78,1.65,-2.25,-1.1,1.48
1625831158,0.13,-2.55,0.58,3.47,-1.76,-0.72,2.37
1625831159,-0.01,-2.25,0.07,4.68,-0.73,-4.27,3.41
1625831160,-1.07,-1.97,0.26,5.07,-1.37,-3.68,3
1625831161,-2.51,-1.58,-0.22,5.41,-0.92,-2.51,1.97
1625831162,-2.8,-0.97,-0.2,5.57,-0.33,0.75,2.23
1625831163,-2.28,-0.39,0.4,5.57,-0.33,2.59,2.21
1625831164,-1.41,0.08,1.39,5.53,0.08,1.81,2.03
1625831165,-0.88,0.7,2.89,5.52,1.17,-0.4,3.02
1625831166,-0.26,0.82,3.81,5.54,1.42,-5.22,3.56
1625831167,0.55,0.3,3.37,5.52,1.07,-5.35,3.08
1625831168,0.88,-0.11,2.06,5.46,0.68,-2.87,0.59
1625831169,0.17,-0.97,0.57,5.49,-0.31,-1.11,-0.38
1625831170,-0.36,-2.02,-1.15,5.48,-0.74,-0.18,-2.16
1625831171,-0.81,-2.84,-2.81,5.46,-0.44,-0.36,-1.99
1625831172,-0.97,-3.4,-3.64,5.39,-0.96,-1.77,-1.82
1625831173,-0.89,-3.68,-3.48,3.83,-0.96,-2.97,-1.45
1625831174,-0.21,-3.71,-2.89,1.01,-1.18,-3.21,-1.43
1625831175,0.05,-3.56,-1.92,-0.45,-0.26,-3.01,-0.28
1625831176,0.15,-3.39,-1.11,-1.61,0.42,-0.83,1.24
1625831177,1.06,-2.94,-0.65,-2.31,1.03,2.22,2.5
1625831178,2.32,-2.67,0.82,-2.36,0.84,1.24,3.17
1625831179,2.94,-2.44,2.18,-2.51,0.92,-1.75,1.65
1625831180,3.02,-2.37,2.62,-2.63,0.59,-3.13,1.25
1625831181,3.25,-2.29,2.1,-2.66,0.27,-4.27,0.46
1625831182,2.42,-2.66,0.51,-2.61,-0.63,-3.85,-0.19
1625831183,-0.01,-2.75,-1.59,-2.62,-1.07,-2.39,-2.19
1625831184,-2.49,-2.61,-2.79,-2.62,-2.58,-1.66,-3.22
1625831185,-3.88,-2.25,-3.15,-2.7,-2.3,-0.17,-2.65
1625831186,-4.15,-1.65,-1.88,-2.74,-2.37,0.09,-2.61
1625831187,-3.51,-1.27,-0.29,-2.72,-1.2,-0.58,-0.45
1625831188,-2.28,-0.47,1.22,-2.72,-1.01,-0.73,0.18
1625831189,-1.27,-0.17,1.68,-2.72,-0.69,-1.63,0.96
1625831190,-1.01,0.12,1.35,-2.76,-0.32,-2.21,2.03
1625831191,-0.84,0.28,0.82,-2.78,-0.27,-2.95,2.12
1625831192,-0.42,0.21,0.54,-2.81,-0.2,-1.86,0.96
1625831193,0.05,0.04,-0.01,-2.77,-0.77,-0.83,1.28
1625831194,1.5,-0.35,-0.36,-2.81,-0.69,-1.12,0.56
1625831195,3.52,-1.01,-0.32,-2.81,-0.96,-0.73,0.17
1625831196,4.5,-1.73,-0.35,-1.89,-1.88,-0.78,-1.36
1625831197,4.29,-2.67,-1.2,2.12,-1.94,-1.78,-1.97
1625831198,3.42,-3.43,-1.67,5.43,-2.82,-1.44,-2.46
1625831199,2.06,-3.97,-1.97,7.86,-4.51,-1.73,-2.56
1625831200,0.54,-4.42,-2.08,9.16,-4.38,-2.63,-3.83
1625831201,-0.5,-4.56,-1.23,9.98,-4.85,-2.97,-3.12
1625831202,-1.76,-4.4,-1.34,10.16,-5.18,-2,-2.22
1625831203,-2.72,-3.75,-0.63,10.31,-5.59,-1.53,-2.7
1625831204,-3.41,-3.09,-0.23,10.76,-5.65,-0.57,-1.78
1625831205,-3.57,-2.18,-0.68,10.95,-4.87,-1.15,-1.18
1625831206,-3.03,-1.23,-1.04,10.93,-2.8,0.88,1.4
1625831207,-1.58,-0.5,-0.07,9.2,-0.22,-0.02,4.25
1625831208,-0.19,-0.36,0.57,5.62,0,-1.57,4.51
1625831209,0.88,-0.35,2.19,2.57,-0.34,-3.46,4.16
1625831210,0.7,-0.75,2.2,1.01,-0.05,-3.78,2.75
1625831211,-0.73,-1.38,1.67,0.23,-0.18,-1.86,1.82
1625831212,-2.36,-1.97,0.36,-0.08,-0.64,-0.86,0.79
1625831213,-3.78,-2.46,-1.19,-0.44,-0.65,0.01,-0.49
1625831214,-4.54,-2.77,-2.08,-0.77,-1,-1.31,-1
1625831215,-4.01,-2.55,-1.88,-1.65,-0.71,-1.33,-0.47
1625831216,-2.71,-2.19,-1.71,-3.58,-0.63,-1.13,-0.41
1625831217,-1.66,-1.77,-0.33,-5.08,-0.39,-0.65,0.5
1625831218,-0.7,-1.33,0.03,-6.43,-0.82,-2.09,0.23
1625831219,-0.23,-0.99,0.1,-6.83,-0.53,-0.73,-0.47
1625831220,-0.15,-0.66,-0.31,-7.05,-1.14,-0.22,-0.12
1625831221,0.12,-0.47,0.05,-7.69,-0.61,-0.66,-0.39
1625831222,1.12,-0.41,1.53,-7.93,0.35,-1.09,1.5
1625831223,2.73,-0.33,3.41,-8.09,0.41,-3.08,2.1
1625831224,3.54,-0.63,4.48,-8.11,-0.14,-3.34,0.84
1625831225,3.51,-0.87,3.8,-8.26,-0.7,-1.69,-0.07
1625831226,3.8,-1.08,2.18,-7.14,-1.86,-0.11,-2.5
1625831227,4.32,-1.46,0.18,-3.75,-2.89,-1.96,-2.91
1625831228,4.17,-2.21,-1.17,0.75,-4.49,-3.22,-3.91
1625831229,3.08,-2.88,-1.9,5.15,-6.43,-2.6,-4.29
1625831230,0.93,-3.34,-2,7.63,-5.65,-3.08,-3.73
1625831231,-0.27,-3.73,-1.14,9.44,-5.5,0.19,-2.56
1625831232,-0.74,-4.11,-0.24,10.08,-5.19,0.66,-1.46
1625831233,-0.77,-4.14,1.37,10.61,-4.66,-0.2,-0.73
1625831234,-1.16,-3.91,3.1,11.31,-4.41,-0.67,0.24
1625831235,-1.19,-3.37,3.21,11.34,-3.73,-1.48,0.38
1625831236,-1.19,-2.91,2.97,11.34,-3.79,-2.65,0.23
1625831237,-1.27,-2.36,3.03,11.31,-2.73,-3.75,1.6
1625831238,-1.74,-1.87,1.98,9.42,-2.65,-5.06,2.01
1625831239,-2.4,-1.4,1.12,5.75,-2.56,-3.01,1.11
1625831240,-3.63,-1.05,-0.33,1.61,-2.68,-3.61,0.88
1625831241,-4.36,-0.66,-1.93,-1.03,-2.56,-0.97,0.89
1625831242,-4.31,-0.34,-3.16,-2.89,-2.09,-0.79,0.04
1625831243,-3.32,-0.08,-3.37,-4.71,-0.77,-1.38,1.72
1625831244,-1.24,0.17,-2.99,-5.8,-0.93,-1.97,1.9
1625831245,0.26,0.25,-1.89,-6.28,-0.36,0.47,1.86
1625831246,1.3,0.07,-1.09,-6.56,0.08,1.17,2.04
1625831247,2.76,-0.35,-0.25,-6.71,0.25,0.15,1.97
1625831248,4.46,-0.98,0.07,-6.96,0.13,-1.38,1.86
1625831249,5.98,-1.75,1.01,-7.02,0.63,-0.74,1.94
1625831250,7.13,-2.62,1.98,-6.99,0.21,-1.96,1.18
1625831251,7.13,-3.28,3.81,-6.64,0.33,-3.16,1.73
1625831252,6.15,-4.07,4.19,-3.64,0.55,-3.34,1.61
1625831253,4.56,-4.53,3.95,0.72,-0.7,-3.25,0.88
1625831254,2.68,-4.74,3.77,5.1,-1.85,-2.18,-2.13
1625831255,1.12,-4.69,3.07,7.48,-2.23,-2.54,-3.34
1625831256,0.11,-4.45,1.73,9.28,-2.14,-0.96,-2.23
1625831257,-1.18,-4.07,0.99,9.84,-1.82,-0.85,-1.77
1625831258,-2.7,-3.68,0.74,10.28,-1.99,-0.52,-1.42
1625831259,-4.35,-3.04,0.12,10.46,-2.05,-0.91,-1.19
1625831260,-5.68,-1.92,0.1,11.03,-1.33,-2,0.44
1625831261,-6.02,-1.08,0.74,11.19,-1.07,-5.17,1.44
1625831262,-5.12,-0.22,0.4,11.13,0.31,-3.5,2.73
1625831263,-4.34,0.54,0.51,8.58,0.33,-1.51,2.75
1625831264,-3.68,1.19,-0.39,4.52,0.53,-0.5,2.5
1625831265,-1.93,1.4,-1.21,0.14,-0.1,1,1.74
1625831266,1.11,1.34,-1.67,-2.35,0.22,-1.55,1.37
1625831267,3.74,0.87,-2.46,-2.96,-0.2,-2.15,0.71
1625831268,4.93,-0.08,-3.19,-4.22,-0.51,-3.78,0.19
1625831269,5.14,-1.06,-4.53,-4.51,-1.06,-1.6,-1.34
1625831270,5.08,-2.77,-4.8,-4.68,-2.2,-0.99,-2.28
1625831271,5.01,-4.16,-4.59,-4.83,-2.3,-1.38,-2.85
1625831272,5.24,-5,-2.43,-4.81,-2.6,-2.67,-2.11
1625831273,5.53,-5.65,-0.05,-1.99,-2.56,-1.01,-2.13
1625831274,4.86,-5.76,2.18,1.82,-2.61,-1.76,-1.51
1625831275,3.06,-5.52,3.56,6.36,-2.41,-1.55,-0.95
1625831276,1.21,-5.11,3.71,9.76,-2.46,-0.49,-0.45
1625831277,-0.91,-4.27,3.19,11.61,-1.92,-2.93,0.36
1625831278,-2.69,-3.48,2.23,12.38,-1.21,-2.52,1.34
1625831279,-3.97,-2.66,1.82,13.25,-0.68,-2.11,1.95
1625831280,-5.17,-1.61,2.4,13.56,0.24,-0.29,3.07
1625831281,-6.12,-0.66,3.34,13.56,1.05,-0.48,3.47
1625831282,-6.03,0.06,4.33,13.68,1.65,-1.91,4.22
1625831283,-4.6,0.54,4.57,12.06,2.05,-2.41,4.22
1625831284,-3.52,0.85,3.94,8.22,2.06,-1.8,2.97
1625831285,-3.35,0.61,1.3,3.4,1.59,-0.85,2.59
1625831286,-3.09,0.25,-0.35,-0.29,1.43,-0.44,0.21
1625831287,-2.9,-0.2,-1.51,-2.5,1.07,-3.45,-0.08
1625831288,-3.24,-0.65,-2.28,-4.22,0.32,-3.64,-1.84
1625831289,-3.41,-1.03,-3.23,-4.45,0.3,-4.42,-2.13
1625831290,-2.67,-0.97,-4.34,-4.64,0.1,-1.94,-1.76
1625831291,-0.88,-1.15,-5.97,-4.84,-0.51,-1.2,-1.75
1625831292,2.05,-1.39,-7.02,-5.07,-0.23,0.32,-0.84
1625831293,4.24,-2.01,-6.25,-5.8,-0.42,-0.76,-0.71
1625831294,4.88,-2.56,-3.99,-5.78,-0.64,-0.5,-0.63
1625831295,4.71,-3.2,-1.88,-5.95,-0.82,-2.39,-1.62
1625831296,3.85,-3.81,-1.05,-5.91,-0.44,-3.11,-0.9
1625831297,3.17,-4.35,-0.79,-5.93,-0.22,-2.81,0.58
1625831298,2.9,-4.81,-0.34,-5.02,-0.77,-2.4,0.6
1625831299,2.55,-4.83,-0.26,-1.84,-0.35,-2.2,0.02
1625831300,2.13,-4.67,0.62,2.76,-0.48,0.17,-0.14
1625831301,1.72,-4.2,1.44,4.97,0.65,1.18,1.08
1625831302,0.56,-3.63,2.83,6.39,0.71,-1.37,1.66
1625831303,-0.96,-3,3.96,7.08,1.23,-2.55,1.76
1625831304,-1.19,-2.23,4.82,7.42,1.72,-2.39,2.83
1625831305,-0.96,-1.65,4.57,7.62,1.48,-3.22,2.15
1625831306,-1.04,-1.31,4.75,7.93,1.58,-0.89,2.23
1625831307,-1.28,-0.99,4.16,7.92,1.78,-0.1,1.68
1625831308,-1.4,-0.79,2.83,7.92,1.6,-2.22,1.83
1625831309,-1.71,-0.8,2.53,7.94,1.19,-2.88,0.28
1625831310,-2.47,-0.97,1.11,7.86,0.38,-1.17,-0.73
1625831311,-3.19,-1.04,0.44,7.86,-0.11,-1.07,-1.43
1625831312,-2.62,-1.16,-0.03,7.86,-0.4,0.42,-1.94
1625831313,-1.66,-1.26,-1.05,7.54,-1.2,-0.61,-2.22
1625831314,-1.13,-1.53,-1.07,4.95,-2.05,-1.49,-3.19
1625831315,-1.43,-1.83,-2.5,2.13,-3.53,-3,-3.92
1625831316,-1.83,-1.95,-3.71,0.17,-5.82,-4.17,-4.67
1625831317,-1.93,-2.08,-5.31,-0.63,-9.05,-3.19,-6
1625831318,-1.45,-2.05,-6.9,-1.44,-8.75,-2.45,-5.61
1625831319,0.14,-2,-8.2,-1.89,-9.83,0.27,-5.2
1625831320,2.42,-2.25,-8.49,-2.32,-9.03,1.04,-3.88
1625831321,3.72,-2.17,-6.92,-2.33,-7.05,-1,-0.38
1625831322,4.48,-2.44,-5,-2.34,-4.04,-1.78,1.8
1625831323,4.9,-3.05,-2.75,-2.37,-3.05,-1.94,3.64
1625831324,4.9,-3.44,-1.48,-2.34,-2.4,-1.95,3.63
1625831325,3.69,-4.39,-0.27,-2.31,-2.32,-1.55,3.27
1625831326,1.46,-4.67,1.35,-2.31,-2.31,0.59,2.72
1625831327,0.04,-4.94,2.99,-2.26,-1.73,0.56,2.39
1625831328,-0.53,-4.94,4.47,-1.65,-1.16,-1.37,1.69
1625831329,-1.94,-4.84,5.61,0.82,-0.4,-2.49,2.56
1625831330,-3.55,-4.19,6.62,2.44,0.01,-3.56,2.75
1625831331,-3.82,-3.39,6.78,2.99,1.11,-3.1,2.78
1625831332,-3.95,-2.62,5.65,3.29,0.46,-4.02,2.65
1625831333,-4.42,-1.71,4.7,3.4,-0.01,-2.78,1.19
1625831334,-4.73,-0.98,3.69,3.54,-0.73,-2.18,-0.39
1625831335,-4.91,-0.5,1.3,3.56,-0.86,-0.64,-1.15
1625831336,-4.33,-0.32,-0.4,3.6,-1.62,-1.45,-2.09
1625831337,-2.9,-0.24,-1.23,3.59,-1.69,0.08,-1.84
1625831338,-1.98,-0.16,-2.09,3.62,-2.5,-0.94,-2
1625831339,-1.41,-0.14,-2.31,3.6,-2.83,-2.41,-2.04
1625831340,-0.9,-0.75,-3.21,3.35,-3.03,-1.86,-1.67
1625831341,-0.21,-1.24,-3.75,1.46,-3.41,-0.24,-0.97
1625831342,0.78,-1.49,-3.98,-0.31,-3.42,0.38,-0.74
1625831343,1.98,-1.92,-4.1,-1.6,-3.95,-1.78,-1.67
1625831344,3.48,-2.59,-3.17,-2.34,-4.25,-2.63,-2.25
1625831345,4.52,-2.94,-2.52,-2.35,-3.91,-3.77,-1.27
1625831346,4.92,-3.26,-1.52,-2.51,-4.46,-4.56,-2.03
1625831347,4.68,-3.64,-1.11,-2.63,-6.81,-3.81,-2.35
1625831348,3.71,-3.99,-1.15,-2.65,-6.55,-1.92,-3.53
1625831349,2.17,-4.14,-1.47,-2.73,-7.6,0.19,-3.62
1625831350,0.52,-4.09,-1.41,-2.75,-5.37,1.83,-2.36
1625831351,-0.78,-4.03,-0.19,-2.74,-5.58,-0.26,0.34
1625831352,-1.69,-3.58,2.04,-1.75,-3.73,-2.94,0.81
1625831353,-2.71,-3.14,3.83,1.05,-1.01,-5.77,3.93
1625831354,-3.58,-2.39,4.45,2.76,-0.35,-3.65,5.34
1625831355,-4.45,-1.52,3.97,3.3,0.33,0.96,4.44
1625831356,-4.62,-0.61,3.03,4.05,0.42,2.1,4.06
1625831357,-3.96,-0.12,3.4,4.16,1.15,1.82,4.08
1625831358,-2.81,0.13,4.24,4.33,1.91,-0.94,3.52
1625831359,-1.63,0.3,4.8,4.28,2.91,-3.34,4.39
1625831360,-0.99,0.13,4.78,4.29,2.78,-3.97,4.77
1625831361,-0.7,-0.34,4.53,4.43,2.21,-1.92,2.48
1625831362,0.15,-0.96,3.72,4.44,1.64,-2.82,0.9
1625831363,1.59,-1.46,2.49,4.38,0.96,-2.7,-1.48
1625831364,2.94,-1.99,1.8,4.33,0.1,-1.15,-1.91
1625831365,3.16,-2.44,1.24,4.31,-0.63,-2.23,-3.77
1625831366,2.25,-2.88,0.39,4.36,-4.56,-4.06,-4.43
1625831367,0.63,-3.04,-1.57,4.32,-8.29,-2.21,-6.01
1625831368,-0.33,-2.95,-3.98,4.31,-11.98,-3.06,-7.16
1625831369,-0.33,-2.74,-5.72,4.32,-13.43,-0.91,-7.81
1625831370,0.41,-2.53,-7.74,4.24,-12.01,-1.59,-6.84
1625831371,0.92,-1.93,-7.62,2.56,-12.14,-0.6,-5
1625831372,0.82,-1.42,-7.62,1.12,-9.95,-0.36,-2.08
1625831373,0.34,-1.5,-6.67,0.46,-8.78,-1.11,-0.05
1625831374,-0.76,-1.21,-6.79,0.32,-7.19,-0.11,0.61
1625831375,-1.2,-1.18,-5.86,0.06,-3.07,-0.64,3.38
1625831376,-0.35,-1.22,-4.07,-0.21,-0.09,-2.1,5.87
1625831377,1.16,-1.18,-1.05,-0.33,0.9,-3.95,6.74
1625831378,2.69,-1.6,1.35,-0.42,1.99,-2.85,6.89
1625831379,3.03,-2.03,2.98,-0.4,2.15,-2.29,6.41
1625831380,3.15,-2.54,3.84,-0.38,2.23,-0.06,4.5
1625831381,3.73,-3.2,3.91,-0.37,1.76,0.23,4.01
1625831382,3.66,-4.06,4.35,-0.36,1.44,-0.97,2
1625831383,2.36,-4.58,4.9,-0.38,0.61,-1.77,-0.03
1625831384,0.6,-4.63,5.15,-0.42,-0.45,-3.64,-1.13
1625831385,-0.42,-4.36,4.91,-0.4,-1.02,-3.62,-2.11
1625831386,-1.13,-3.94,4.42,-0.44,-1.92,-2.79,-3.02
1625831387,-2.18,-3,4.47,-0.46,-3.28,-2.31,-4.27
1625831388,-3.04,-1.85,2.91,-0.47,-5.66,-3.88,-5.08
1625831389,-3.02,-0.59,1.14,-0.48,-5.46,-3,-5.04
1625831390,-2.4,0.42,-0.44,-0.64,-5.5,-2.93,-3.86
1625831391,-1.36,1.04,-2.62,-0.71,-5.87,-1.21,-3.05
1625831392,-0.55,1.16,-4.48,-0.69,-7.48,0.48,-3.23
1625831393,-0.02,0.93,-5.51,-0.67,-8.12,1.24,-3.33
1625831394,-0.02,0.11,-5.54,-0.69,-8.94,0.36,-4.49
1625831395,0.41,-0.78,-4,-0.65,-7.91,-0.53,-3.42
1625831396,2.03,-1.54,-1.49,-0.67,-5.94,-1.82,0.82
1625831397,3.5,-2.3,0.55,-0.64,-3.79,-3.08,2.21
1625831398,4.54,-2.98,1.36,-0.6,-1.47,-3.17,4.21
1625831399,5.41,-3.55,1.3,-0.34,-2.31,-5.18,3.81
1625831400,5.05,-4.35,-0.22,2.39,-2.91,-5.36,1.88
1625831401,3.92,-4.88,-1.37,5.81,-3.72,-3.82,0.97
1625831402,2.33,-5.6,-2.76,9.7,-4.26,0.67,-1.3
1625831403,1.59,-6.3,-2.7,11.73,-4.34,2.38,-1.17
1625831404,1.62,-6.71,-0.2,12.18,-3.1,3.06,0.51
1625831405,1.76,-7.12,3.69,13.18,-2.18,-1.26,1.14
1625831406,0.17,-7.19,5.31,13.27,-0.33,-2.03,2.26
1625831407,-2.3,-6.74,7.39,13.34,-0.59,-2.76,3.48
1625831408,-3.25,-5.79,8.24,13.47,0.88,-3.37,3.28
1625831409,-3.83,-4.67,8.75,13.51,0.96,-1.57,3.9
1625831410,-4.34,-3.2,8.26,13.03,0.68,-3.33,3.16
1625831411,-5.26,-1.73,7.36,10.05,0.3,-3.14,1.56
1625831412,-6.09,-0.39,6.02,5.85,0.02,-2.29,1.04
1625831413,-6.29,0.74,4.83,0.84,-0.59,-4.16,-0.12
1625831414,-6.3,1.54,3.84,-2.93,-0.86,-2.41,-1.08
1625831415,-5.78,1.83,0.88,-6.27,-1.36,-0.18,-1.61
1625831416,-4.68,1.56,-1.07,-7.17,-2.71,2.41,-2.66
1625831417,-2.71,1.31,-2.64,-8.36,-2.19,1.44,-2.49
1625831418,-1.15,0.62,-2.84,-8.64,-1.72,0.1,-1.59
1625831419,0.31,-0.08,-2.42,-8.88,-0.87,-1.74,0.25
1625831420,2.37,-0.97,-1.7,-9.18,-1.02,-3.79,0.46
1625831421,4.6,-1.84,-1.12,-9.47,-1.28,-5.23,0.28
1625831422,5.92,-2.86,-1.14,-9.6,-3.35,-2.77,-1.03
1625831423,6.42,-3.9,-2.32,-9.63,-4.39,0.52,-2.2
1625831424,7.39,-4.74,-2.8,-8.03,-5.57,1.43,-3.51
1625831425,8.09,-5.61,-1.9,-4.25,-5.94,-0.63,-3.49
1625831426,6.97,-6.33,-0.21,0.56,-5.7,-2.88,-3.11
1625831427,4.28,-6.55,2.14,5.1,-5.6,-5.47,-2.14
1625831428,0.55,-6.57,3.36,8.25,-6.38,-4.17,-2.22
1625831429,-2.71,-6.04,1.93,10.34,-5.74,-0.49,-2.1
1625831430,-4.66,-5.09,1.27,11.48,-4.27,0.91,-0.03
1625831431,-5.41,-3.97,1.78,11.91,-3.85,0.06,1.23
1625831432,-6.59,-2.9,3.44,12.18,-0.86,-1.03,2.48
1625831433,-7.92,-1.55,4.33,12.2,0.64,-2.78,4.57
1625831434,-7.86,-0.4,4.41,11.53,1.65,-2.97,5.49
1625831435,-6.43,0.87,4.39,8.32,1.88,-4.33,5.72
1625831436,-4.37,1.6,2.14,3.69,2.41,-2.13,4.68
1625831437,-2.49,1.77,0.11,-0.4,2.19,-0.37,4.18
1625831438,-1.08,1.59,-0.79,-2.79,2.06,-0.48,2.13
1625831439,-0.4,1.23,-0.34,-4.4,1.65,-0.97,1.36
1625831440,-0.47,0.5,1.04,-4.9,1.56,-0.05,0.78
1625831441,-0.33,-0.31,0.94,-5.53,0.96,-0.34,-0.69
1625831442,0.72,-1.04,0.96,-6.12,-0.09,-0.88,-1.79
1625831443,2.58,-1.95,0.53,-6.41,-1.04,-2.71,-3.58
1625831444,5.14,-2.84,0.36,-6.37,-2.08,-3.09,-3.28
1625831445,6.91,-3.61,0.28,-6.57,-2.68,-4.54,-3.7
1625831446,6.78,-4.25,0.62,-6.57,-5.22,-3.4,-3.81
1625831447,5.63,-4.47,-0.07,-5.7,-8.94,-1.42,-6.33
1625831448,4.11,-4.79,-1.62,-1.9,-13.8,-0.54,-6.98
1625831449,1.96,-4.68,-3.25,2.75,-13.82,-1,-8.41
1625831450,-0.45,-4.55,-4.14,5.66,-12.61,-2.15,-6.45
1625831451,-2.13,-3.87,-3.3,7.57,-11.83,-3.17,-5.32
1625831452,-3.13,-3.07,-1.46,9.27,-10.14,-2.42,-1.23
1625831453,-3.03,-2.4,0.52,9.48,-7.81,-1.8,-0.21
1625831454,-2.64,-1.39,2.17,9.62,-5.29,-0.52,3.52
1625831455,-2.51,-0.81,2.95,9.95,-3.39,-1.5,3.45
1625831456,-2.1,-0.31,3,9.87,-0.59,-1.17,4.95
1625831457,-1.12,-0.08,3.1,10.06,-0.09,-0.57,5.49
1625831458,-0.69,0.06,2.55,8.81,1.39,-1.97,5.1
1625831459,-1.04,-0.5,2.83,5.51,2.09,-1.85,5.38
1625831460,-1.52,-0.5,2.97,2.47,2.53,-2.11,5.11
1625831461,-1.03,-1.22,2.5,1.01,2.25,-2.38,4.39
1625831462,-0.23,-1.75,2.44,-0.04,2.14,-2.21,2.76
1625831463,0.59,-2.37,2.94,-0.37,2.07,-1.05,2.03
1625831464,2,-2.68,3.32,-0.7,2.38,-0.43,1.24
1625831465,3.03,-3.05,3.62,-1.1,1.36,-0.75,0.93
1625831466,3.33,-3.24,4.26,-1.44,0.92,-1.04,-0.91
1625831467,2.14,-3.54,4.2,-1.44,-1.89,-2.23,-3.07
1625831468,0.26,-3.65,3.63,-1.56,-3.79,-4.56,-4.87
1625831469,-1.36,-3.16,1.5,-1.59,-6.69,-3.97,-5.46
1625831470,-3.09,-2.44,-1.14,-1.57,-8.87,-4.27,-6.39
1625831471,-4.33,-1.46,-3.05,-1.64,-7.49,-3.09,-4.49
1625831472,-5.46,-0.59,-5.06,-1.69,-6.24,0.02,-3.87
1625831473,-6.16,0.27,-6.69,-1.69,-5.84,2.24,-2.4
1625831474,-5.84,1.14,-6.85,-1.7,-4.36,2.15,-0.12
1625831475,-4.46,1.55,-5.96,-1.83,-1.76,0.2,2.62
1625831476,-2.77,1.67,-4.47,-1.81,0.25,-2.7,4.29
1625831477,-1.27,1.55,-3.02,-1.83,1.87,-1.24,5.89
1625831478,0.01,0.99,-1.86,-1.82,2.14,-2.15,6.87
1625831479,2.54,0.11,-1.13,-1.81,3.95,-0.92,6.36
1625831480,6.36,-0.67,0.87,-1.85,4.13,-1.39,6.8
1625831481,8.74,-1.92,2.89,-1.85,4.12,-2.1,5.28
1625831482,8.6,-3.19,4.42,-1.84,3.15,-2.82,3.78
1625831483,6.88,-4.87,3.8,-1.88,2.23,-2.84,-1.31
1625831484,4.91,-6.09,2.39,-1.93,0.48,-1.26,-2.91
1625831485,3.09,-6.56,1.64,-1.87,-0.75,-3.56,-4.01
